"movieid","movie_title","count_rating","rating","userid","genres"
110,Braveheart ,474,5.0,607,Action|Drama|War
110,Braveheart ,474,4.0,121,Action|Drama|War
110,Braveheart ,474,5.0,33,Action|Drama|War
110,Braveheart ,474,5.0,117,Action|Drama|War
110,Braveheart ,474,5.0,594,Action|Drama|War
110,Braveheart ,474,4.5,125,Action|Drama|War
110,Braveheart ,474,3.5,570,Action|Drama|War
110,Braveheart ,474,3.0,115,Action|Drama|War
110,Braveheart ,474,5.0,6,Action|Drama|War
110,Braveheart ,474,4.5,344,Action|Drama|War
110,Braveheart ,474,4.0,483,Action|Drama|War
110,Braveheart ,474,3.5,112,Action|Drama|War
110,Braveheart ,474,4.0,126,Action|Drama|War
110,Braveheart ,474,5.0,494,Action|Drama|War
110,Braveheart ,474,3.5,110,Action|Drama|War
110,Braveheart ,474,5.0,109,Action|Drama|War
110,Braveheart ,474,5.0,107,Action|Drama|War
110,Braveheart ,474,4.0,362,Action|Drama|War
110,Braveheart ,474,3.5,105,Action|Drama|War
110,Braveheart ,474,5.0,128,Action|Drama|War
110,Braveheart ,474,5.0,480,Action|Drama|War
110,Braveheart ,474,4.0,312,Action|Drama|War
110,Braveheart ,474,4.0,129,Action|Drama|War
110,Braveheart ,474,4.0,357,Action|Drama|War
110,Braveheart ,474,1.0,104,Action|Drama|War
110,Braveheart ,474,2.0,479,Action|Drama|War
110,Braveheart ,474,5.0,130,Action|Drama|War
110,Braveheart ,474,5.0,566,Action|Drama|War
110,Braveheart ,474,4.5,103,Action|Drama|War
110,Braveheart ,474,2.5,131,Action|Drama|War
110,Braveheart ,474,5.0,66,Action|Drama|War
110,Braveheart ,474,4.0,562,Action|Drama|War
110,Braveheart ,474,0.5,34,Action|Drama|War
110,Braveheart ,474,5.0,96,Action|Drama|War
110,Braveheart ,474,4.0,373,Action|Drama|War
110,Braveheart ,474,5.0,94,Action|Drama|War
110,Braveheart ,474,3.0,353,Action|Drama|War
110,Braveheart ,474,1.0,308,Action|Drama|War
110,Braveheart ,474,4.5,232,Action|Drama|War
110,Braveheart ,474,5.0,93,Action|Drama|War
110,Braveheart ,474,3.0,474,Action|Drama|War
110,Braveheart ,474,4.0,91,Action|Drama|War
110,Braveheart ,474,3.0,133,Action|Drama|War
110,Braveheart ,474,4.5,17,Action|Drama|War
110,Braveheart ,474,3.0,347,Action|Drama|War
110,Braveheart ,474,5.0,470,Action|Drama|War
110,Braveheart ,474,3.0,593,Action|Drama|War
110,Braveheart ,474,4.0,83,Action|Drama|War
110,Braveheart ,474,4.5,344,Action|Drama|War
110,Braveheart ,474,4.5,82,Action|Drama|War
110,Braveheart ,474,5.0,134,Action|Drama|War
110,Braveheart ,474,4.5,610,Action|Drama|War
110,Braveheart ,474,3.0,81,Action|Drama|War
110,Braveheart ,474,4.0,135,Action|Drama|War
110,Braveheart ,474,5.0,340,Action|Drama|War
110,Braveheart ,474,3.5,307,Action|Drama|War
110,Braveheart ,474,2.5,68,Action|Drama|War
110,Braveheart ,474,5.0,469,Action|Drama|War
110,Braveheart ,474,5.0,592,Action|Drama|War
110,Braveheart ,474,5.0,337,Action|Drama|War
110,Braveheart ,474,4.0,336,Action|Drama|War
110,Braveheart ,474,4.0,335,Action|Drama|War
110,Braveheart ,474,5.0,136,Action|Drama|War
110,Braveheart ,474,5.0,561,Action|Drama|War
110,Braveheart ,474,4.0,468,Action|Drama|War
110,Braveheart ,474,4.0,137,Action|Drama|War
110,Braveheart ,474,3.5,332,Action|Drama|War
110,Braveheart ,474,5.0,38,Action|Drama|War
110,Braveheart ,474,4.5,72,Action|Drama|War
110,Braveheart ,474,3.5,330,Action|Drama|War
110,Braveheart ,474,5.0,374,Action|Drama|War
110,Braveheart ,474,5.0,240,Action|Drama|War
110,Braveheart ,474,2.5,68,Action|Drama|War
110,Braveheart ,474,4.0,362,Action|Drama|War
110,Braveheart ,474,5.0,66,Action|Drama|War
110,Braveheart ,474,1.0,328,Action|Drama|War
110,Braveheart ,474,4.0,140,Action|Drama|War
110,Braveheart ,474,5.0,326,Action|Drama|War
110,Braveheart ,474,4.0,560,Action|Drama|War
110,Braveheart ,474,5.0,464,Action|Drama|War
110,Braveheart ,474,4.0,64,Action|Drama|War
110,Braveheart ,474,2.0,323,Action|Drama|War
110,Braveheart ,474,2.5,63,Action|Drama|War
110,Braveheart ,474,3.5,322,Action|Drama|War
110,Braveheart ,474,4.5,62,Action|Drama|War
110,Braveheart ,474,3.5,141,Action|Drama|War
110,Braveheart ,474,4.5,319,Action|Drama|War
110,Braveheart ,474,4.5,463,Action|Drama|War
110,Braveheart ,474,5.0,340,Action|Drama|War
110,Braveheart ,474,2.0,59,Action|Drama|War
110,Braveheart ,474,5.0,58,Action|Drama|War
110,Braveheart ,474,5.0,304,Action|Drama|War
110,Braveheart ,474,4.0,559,Action|Drama|War
110,Braveheart ,474,4.0,57,Action|Drama|War
110,Braveheart ,474,4.0,56,Action|Drama|War
110,Braveheart ,474,3.0,54,Action|Drama|War
110,Braveheart ,474,4.5,72,Action|Drama|War
110,Braveheart ,474,1.0,603,Action|Drama|War
110,Braveheart ,474,4.0,49,Action|Drama|War
110,Braveheart ,474,4.5,144,Action|Drama|War
110,Braveheart ,474,4.0,368,Action|Drama|War
110,Braveheart ,474,5.0,46,Action|Drama|War
110,Braveheart ,474,5.0,317,Action|Drama|War
110,Braveheart ,474,5.0,45,Action|Drama|War
110,Braveheart ,474,5.0,337,Action|Drama|War
110,Braveheart ,474,3.0,43,Action|Drama|War
110,Braveheart ,474,4.0,314,Action|Drama|War
110,Braveheart ,474,5.0,458,Action|Drama|War
110,Braveheart ,474,4.0,42,Action|Drama|War
110,Braveheart ,474,4.0,40,Action|Drama|War
110,Braveheart ,474,4.0,40,Action|Drama|War
110,Braveheart ,474,4.0,312,Action|Drama|War
110,Braveheart ,474,5.0,38,Action|Drama|War
110,Braveheart ,474,5.0,30,Action|Drama|War
110,Braveheart ,474,4.5,18,Action|Drama|War
110,Braveheart ,474,0.5,34,Action|Drama|War
110,Braveheart ,474,5.0,33,Action|Drama|War
110,Braveheart ,474,4.0,302,Action|Drama|War
110,Braveheart ,474,5.0,602,Action|Drama|War
110,Braveheart ,474,5.0,457,Action|Drama|War
110,Braveheart ,474,5.0,30,Action|Drama|War
110,Braveheart ,474,1.0,308,Action|Drama|War
110,Braveheart ,474,3.5,28,Action|Drama|War
110,Braveheart ,474,1.5,301,Action|Drama|War
110,Braveheart ,474,5.0,11,Action|Drama|War
110,Braveheart ,474,4.0,455,Action|Drama|War
110,Braveheart ,474,3.5,307,Action|Drama|War
110,Braveheart ,474,4.0,42,Action|Drama|War
110,Braveheart ,474,4.0,336,Action|Drama|War
110,Braveheart ,474,5.0,304,Action|Drama|War
110,Braveheart ,474,3.0,298,Action|Drama|War
110,Braveheart ,474,4.5,18,Action|Drama|War
110,Braveheart ,474,4.0,335,Action|Drama|War
110,Braveheart ,474,3.0,159,Action|Drama|War
110,Braveheart ,474,5.0,555,Action|Drama|War
110,Braveheart ,474,4.5,17,Action|Drama|War
110,Braveheart ,474,5.0,453,Action|Drama|War
110,Braveheart ,474,5.0,296,Action|Drama|War
110,Braveheart ,474,4.0,160,Action|Drama|War
110,Braveheart ,474,4.0,590,Action|Drama|War
110,Braveheart ,474,4.0,302,Action|Drama|War
110,Braveheart ,474,5.0,14,Action|Drama|War
110,Braveheart ,474,5.0,11,Action|Drama|War
110,Braveheart ,474,3.0,8,Action|Drama|War
110,Braveheart ,474,1.5,301,Action|Drama|War
110,Braveheart ,474,5.0,6,Action|Drama|War
110,Braveheart ,474,4.0,5,Action|Drama|War
110,Braveheart ,474,5.0,452,Action|Drama|War
110,Braveheart ,474,3.5,551,Action|Drama|War
110,Braveheart ,474,3.0,298,Action|Drama|War
110,Braveheart ,474,4.0,1,Action|Drama|War
110,Braveheart ,474,5.0,296,Action|Drama|War
110,Braveheart ,474,5.0,164,Action|Drama|War
110,Braveheart ,474,4.5,610,Action|Drama|War
110,Braveheart ,474,3.0,609,Action|Drama|War
110,Braveheart ,474,4.0,165,Action|Drama|War
110,Braveheart ,474,4.0,372,Action|Drama|War
110,Braveheart ,474,4.0,608,Action|Drama|War
110,Braveheart ,474,3.0,43,Action|Drama|War
110,Braveheart ,474,2.0,600,Action|Drama|War
110,Braveheart ,474,2.5,292,Action|Drama|War
110,Braveheart ,474,5.0,607,Action|Drama|War
110,Braveheart ,474,5.0,450,Action|Drama|War
110,Braveheart ,474,3.5,606,Action|Drama|War
110,Braveheart ,474,3.0,233,Action|Drama|War
110,Braveheart ,474,3.5,167,Action|Drama|War
110,Braveheart ,474,5.0,288,Action|Drama|War
110,Braveheart ,474,3.0,549,Action|Drama|War
110,Braveheart ,474,3.0,605,Action|Drama|War
110,Braveheart ,474,3.0,604,Action|Drama|War
110,Braveheart ,474,1.5,287,Action|Drama|War
110,Braveheart ,474,1.0,603,Action|Drama|War
110,Braveheart ,474,3.0,81,Action|Drama|War
110,Braveheart ,474,5.0,588,Action|Drama|War
110,Braveheart ,474,5.0,602,Action|Drama|War
110,Braveheart ,474,5.0,286,Action|Drama|War
110,Braveheart ,474,2.0,600,Action|Drama|War
110,Braveheart ,474,5.0,284,Action|Drama|War
110,Braveheart ,474,3.5,599,Action|Drama|War
110,Braveheart ,474,4.0,170,Action|Drama|War
110,Braveheart ,474,5.0,541,Action|Drama|War
110,Braveheart ,474,5.0,283,Action|Drama|War
110,Braveheart ,474,5.0,597,Action|Drama|War
110,Braveheart ,474,5.0,447,Action|Drama|War
110,Braveheart ,474,5.0,594,Action|Drama|War
110,Braveheart ,474,4.5,82,Action|Drama|War
110,Braveheart ,474,2.5,292,Action|Drama|War
110,Braveheart ,474,4.0,357,Action|Drama|War
110,Braveheart ,474,3.0,593,Action|Drama|War
110,Braveheart ,474,5.0,592,Action|Drama|War
110,Braveheart ,474,4.0,279,Action|Drama|War
110,Braveheart ,474,3.0,173,Action|Drama|War
110,Braveheart ,474,5.0,45,Action|Drama|War
110,Braveheart ,474,5.0,244,Action|Drama|War
110,Braveheart ,474,4.0,590,Action|Drama|War
110,Braveheart ,474,5.0,588,Action|Drama|War
110,Braveheart ,474,4.0,83,Action|Drama|War
110,Braveheart ,474,5.0,536,Action|Drama|War
110,Braveheart ,474,5.0,586,Action|Drama|War
110,Braveheart ,474,5.0,584,Action|Drama|War
110,Braveheart ,474,3.5,332,Action|Drama|War
110,Braveheart ,474,5.0,445,Action|Drama|War
110,Braveheart ,474,5.0,176,Action|Drama|War
110,Braveheart ,474,4.5,274,Action|Drama|War
110,Braveheart ,474,4.5,580,Action|Drama|War
110,Braveheart ,474,5.0,579,Action|Drama|War
110,Braveheart ,474,4.0,444,Action|Drama|War
110,Braveheart ,474,5.0,288,Action|Drama|War
110,Braveheart ,474,5.0,532,Action|Drama|War
110,Braveheart ,474,4.0,577,Action|Drama|War
110,Braveheart ,474,5.0,574,Action|Drama|War
110,Braveheart ,474,4.5,443,Action|Drama|War
110,Braveheart ,474,5.0,573,Action|Drama|War
110,Braveheart ,474,1.5,287,Action|Drama|War
110,Braveheart ,474,4.0,267,Action|Drama|War
110,Braveheart ,474,4.0,178,Action|Drama|War
110,Braveheart ,474,5.0,46,Action|Drama|War
110,Braveheart ,474,3.5,570,Action|Drama|War
110,Braveheart ,474,5.0,266,Action|Drama|War
110,Braveheart ,474,5.0,566,Action|Drama|War
110,Braveheart ,474,4.0,562,Action|Drama|War
110,Braveheart ,474,3.5,439,Action|Drama|War
110,Braveheart ,474,5.0,561,Action|Drama|War
110,Braveheart ,474,5.0,286,Action|Drama|War
110,Braveheart ,474,5.0,179,Action|Drama|War
110,Braveheart ,474,3.0,265,Action|Drama|War
110,Braveheart ,474,4.0,560,Action|Drama|War
110,Braveheart ,474,2.5,264,Action|Drama|War
110,Braveheart ,474,4.0,559,Action|Drama|War
110,Braveheart ,474,4.0,263,Action|Drama|War
110,Braveheart ,474,4.5,438,Action|Drama|War
110,Braveheart ,474,4.0,366,Action|Drama|War
110,Braveheart ,474,5.0,555,Action|Drama|War
110,Braveheart ,474,3.0,181,Action|Drama|War
110,Braveheart ,474,4.0,437,Action|Drama|War
110,Braveheart ,474,4.0,254,Action|Drama|War
110,Braveheart ,474,3.5,551,Action|Drama|War
110,Braveheart ,474,5.0,493,Action|Drama|War
110,Braveheart ,474,3.5,182,Action|Drama|War
110,Braveheart ,474,4.0,91,Action|Drama|War
110,Braveheart ,474,4.0,49,Action|Drama|War
110,Braveheart ,474,3.0,549,Action|Drama|War
110,Braveheart ,474,5.0,586,Action|Drama|War
110,Braveheart ,474,5.0,541,Action|Drama|War
110,Braveheart ,474,4.5,434,Action|Drama|War
110,Braveheart ,474,5.0,536,Action|Drama|War
110,Braveheart ,474,5.0,249,Action|Drama|War
110,Braveheart ,474,5.0,532,Action|Drama|War
110,Braveheart ,474,5.0,183,Action|Drama|War
110,Braveheart ,474,3.0,433,Action|Drama|War
110,Braveheart ,474,5.0,284,Action|Drama|War
110,Braveheart ,474,4.0,247,Action|Drama|War
110,Braveheart ,474,5.0,528,Action|Drama|War
110,Braveheart ,474,4.0,432,Action|Drama|War
110,Braveheart ,474,5.0,93,Action|Drama|War
110,Braveheart ,474,5.0,283,Action|Drama|War
110,Braveheart ,474,3.0,187,Action|Drama|War
110,Braveheart ,474,5.0,244,Action|Drama|War
110,Braveheart ,474,5.0,528,Action|Drama|War
110,Braveheart ,474,3.0,524,Action|Drama|War
110,Braveheart ,474,5.0,240,Action|Drama|War
110,Braveheart ,474,4.0,522,Action|Drama|War
110,Braveheart ,474,3.5,330,Action|Drama|War
110,Braveheart ,474,1.5,517,Action|Drama|War
110,Braveheart ,474,4.5,239,Action|Drama|War
110,Braveheart ,474,4.0,235,Action|Drama|War
110,Braveheart ,474,5.0,94,Action|Drama|War
110,Braveheart ,474,5.0,584,Action|Drama|War
110,Braveheart ,474,4.0,513,Action|Drama|War
110,Braveheart ,474,5.0,512,Action|Drama|War
110,Braveheart ,474,2.5,428,Action|Drama|War
110,Braveheart ,474,3.0,507,Action|Drama|War
110,Braveheart ,474,3.0,233,Action|Drama|War
110,Braveheart ,474,3.0,191,Action|Drama|War
110,Braveheart ,474,4.0,427,Action|Drama|War
110,Braveheart ,474,5.0,498,Action|Drama|War
110,Braveheart ,474,3.0,192,Action|Drama|War
110,Braveheart ,474,4.5,232,Action|Drama|War
110,Braveheart ,474,4.0,247,Action|Drama|War
110,Braveheart ,474,3.0,353,Action|Drama|War
110,Braveheart ,474,5.0,494,Action|Drama|War
110,Braveheart ,474,5.0,229,Action|Drama|War
110,Braveheart ,474,4.0,425,Action|Drama|War
110,Braveheart ,474,4.0,423,Action|Drama|War
110,Braveheart ,474,5.0,493,Action|Drama|War
110,Braveheart ,474,5.0,96,Action|Drama|War
110,Braveheart ,474,4.5,489,Action|Drama|War
110,Braveheart ,474,1.0,328,Action|Drama|War
110,Braveheart ,474,5.0,379,Action|Drama|War
110,Braveheart ,474,3.5,606,Action|Drama|War
110,Braveheart ,474,5.0,486,Action|Drama|War
110,Braveheart ,474,3.0,485,Action|Drama|War
110,Braveheart ,474,3.5,227,Action|Drama|War
110,Braveheart ,474,4.0,483,Action|Drama|War
110,Braveheart ,474,3.5,196,Action|Drama|War
110,Braveheart ,474,4.0,419,Action|Drama|War
110,Braveheart ,474,4.0,5,Action|Drama|War
110,Braveheart ,474,5.0,480,Action|Drama|War
110,Braveheart ,474,4.0,279,Action|Drama|War
110,Braveheart ,474,2.0,479,Action|Drama|War
110,Braveheart ,474,5.0,326,Action|Drama|War
110,Braveheart ,474,3.0,198,Action|Drama|War
110,Braveheart ,474,3.5,223,Action|Drama|War
110,Braveheart ,474,3.0,524,Action|Drama|War
110,Braveheart ,474,4.0,222,Action|Drama|War
110,Braveheart ,474,3.0,54,Action|Drama|War
110,Braveheart ,474,3.0,474,Action|Drama|War
110,Braveheart ,474,5.0,470,Action|Drama|War
110,Braveheart ,474,3.5,599,Action|Drama|War
110,Braveheart ,474,5.0,469,Action|Drama|War
110,Braveheart ,474,5.0,14,Action|Drama|War
110,Braveheart ,474,3.5,227,Action|Drama|War
110,Braveheart ,474,4.0,468,Action|Drama|War
110,Braveheart ,474,4.0,608,Action|Drama|War
110,Braveheart ,474,2.0,217,Action|Drama|War
110,Braveheart ,474,5.0,464,Action|Drama|War
110,Braveheart ,474,4.5,463,Action|Drama|War
110,Braveheart ,474,5.0,414,Action|Drama|War
110,Braveheart ,474,4.5,200,Action|Drama|War
110,Braveheart ,474,4.0,411,Action|Drama|War
110,Braveheart ,474,4.0,522,Action|Drama|War
110,Braveheart ,474,4.0,235,Action|Drama|War
110,Braveheart ,474,3.0,605,Action|Drama|War
110,Braveheart ,474,5.0,458,Action|Drama|War
110,Braveheart ,474,4.0,56,Action|Drama|War
110,Braveheart ,474,4.0,208,Action|Drama|War
110,Braveheart ,474,4.5,103,Action|Drama|War
110,Braveheart ,474,5.0,457,Action|Drama|War
110,Braveheart ,474,4.5,274,Action|Drama|War
110,Braveheart ,474,4.0,455,Action|Drama|War
110,Braveheart ,474,4.5,580,Action|Drama|War
110,Braveheart ,474,4.0,202,Action|Drama|War
110,Braveheart ,474,2.0,323,Action|Drama|War
110,Braveheart ,474,5.0,203,Action|Drama|War
110,Braveheart ,474,5.0,453,Action|Drama|War
110,Braveheart ,474,3.5,322,Action|Drama|War
110,Braveheart ,474,5.0,452,Action|Drama|War
110,Braveheart ,474,4.0,202,Action|Drama|War
110,Braveheart ,474,5.0,450,Action|Drama|War
110,Braveheart ,474,4.0,405,Action|Drama|War
110,Braveheart ,474,5.0,203,Action|Drama|War
110,Braveheart ,474,1.5,517,Action|Drama|War
110,Braveheart ,474,5.0,447,Action|Drama|War
110,Braveheart ,474,4.0,404,Action|Drama|War
110,Braveheart ,474,1.0,104,Action|Drama|War
110,Braveheart ,474,5.0,445,Action|Drama|War
110,Braveheart ,474,4.0,444,Action|Drama|War
110,Braveheart ,474,5.0,403,Action|Drama|War
110,Braveheart ,474,4.5,200,Action|Drama|War
110,Braveheart ,474,4.5,443,Action|Drama|War
110,Braveheart ,474,4.0,208,Action|Drama|War
110,Braveheart ,474,4.0,57,Action|Drama|War
110,Braveheart ,474,3.5,439,Action|Drama|War
110,Braveheart ,474,3.5,105,Action|Drama|War
110,Braveheart ,474,4.5,438,Action|Drama|War
110,Braveheart ,474,5.0,249,Action|Drama|War
110,Braveheart ,474,4.0,437,Action|Drama|War
110,Braveheart ,474,5.0,579,Action|Drama|War
110,Braveheart ,474,5.0,597,Action|Drama|War
110,Braveheart ,474,3.0,198,Action|Drama|War
110,Braveheart ,474,4.5,434,Action|Drama|War
110,Braveheart ,474,3.5,196,Action|Drama|War
110,Braveheart ,474,4.5,319,Action|Drama|War
110,Braveheart ,474,3.0,433,Action|Drama|War
110,Braveheart ,474,4.5,489,Action|Drama|War
110,Braveheart ,474,4.0,432,Action|Drama|War
110,Braveheart ,474,3.0,192,Action|Drama|War
110,Braveheart ,474,3.0,191,Action|Drama|War
110,Braveheart ,474,3.0,399,Action|Drama|War
110,Braveheart ,474,2.5,428,Action|Drama|War
110,Braveheart ,474,4.0,427,Action|Drama|War
110,Braveheart ,474,5.0,107,Action|Drama|War
110,Braveheart ,474,4.0,425,Action|Drama|War
110,Braveheart ,474,4.0,423,Action|Drama|War
110,Braveheart ,474,4.0,395,Action|Drama|War
110,Braveheart ,474,3.0,187,Action|Drama|War
110,Braveheart ,474,5.0,394,Action|Drama|War
110,Braveheart ,474,4.0,419,Action|Drama|War
110,Braveheart ,474,5.0,183,Action|Drama|War
110,Braveheart ,474,5.0,109,Action|Drama|War
110,Braveheart ,474,4.0,577,Action|Drama|War
110,Braveheart ,474,2.0,217,Action|Drama|War
110,Braveheart ,474,4.0,393,Action|Drama|War
110,Braveheart ,474,3.5,182,Action|Drama|War
110,Braveheart ,474,5.0,414,Action|Drama|War
110,Braveheart ,474,4.0,411,Action|Drama|War
110,Braveheart ,474,3.0,181,Action|Drama|War
110,Braveheart ,474,5.0,58,Action|Drama|War
110,Braveheart ,474,5.0,179,Action|Drama|War
110,Braveheart ,474,4.0,513,Action|Drama|War
110,Braveheart ,474,4.0,178,Action|Drama|War
110,Braveheart ,474,3.5,110,Action|Drama|War
110,Braveheart ,474,4.0,405,Action|Drama|War
110,Braveheart ,474,4.0,404,Action|Drama|War
110,Braveheart ,474,5.0,403,Action|Drama|War
110,Braveheart ,474,3.0,8,Action|Drama|War
110,Braveheart ,474,3.5,28,Action|Drama|War
110,Braveheart ,474,3.5,376,Action|Drama|War
110,Braveheart ,474,5.0,176,Action|Drama|War
110,Braveheart ,474,3.0,399,Action|Drama|War
110,Braveheart ,474,4.0,395,Action|Drama|War
110,Braveheart ,474,5.0,394,Action|Drama|War
110,Braveheart ,474,3.0,173,Action|Drama|War
110,Braveheart ,474,4.0,393,Action|Drama|War
110,Braveheart ,474,5.0,391,Action|Drama|War
110,Braveheart ,474,5.0,391,Action|Drama|War
110,Braveheart ,474,4.0,390,Action|Drama|War
110,Braveheart ,474,4.0,170,Action|Drama|War
110,Braveheart ,474,4.0,390,Action|Drama|War
110,Braveheart ,474,3.5,387,Action|Drama|War
110,Braveheart ,474,4.0,222,Action|Drama|War
110,Braveheart ,474,3.5,167,Action|Drama|War
110,Braveheart ,474,3.0,386,Action|Drama|War
110,Braveheart ,474,3.5,112,Action|Drama|War
110,Braveheart ,474,4.0,267,Action|Drama|War
110,Braveheart ,474,3.5,223,Action|Drama|War
110,Braveheart ,474,3.0,507,Action|Drama|War
110,Braveheart ,474,5.0,512,Action|Drama|War
110,Braveheart ,474,4.0,165,Action|Drama|War
110,Braveheart ,474,4.0,380,Action|Drama|War
260,Star Wars: Episode IV - A New Hope ,502,5.0,514,Action|Adventure|Sci-Fi
260,Star Wars: Episode IV - A New Hope ,502,3.5,428,Action|Adventure|Sci-Fi
260,Star Wars: Episode IV - A New Hope ,502,3.0,425,Action|Adventure|Sci-Fi
260,Star Wars: Episode IV - A New Hope ,502,5.0,422,Action|Adventure|Sci-Fi
260,Star Wars: Episode IV - A New Hope ,502,4.5,215,Action|Adventure|Sci-Fi
260,Star Wars: Episode IV - A New Hope ,502,4.0,27,Action|Adventure|Sci-Fi
260,Star Wars: Episode IV - A New Hope ,502,3.0,416,Action|Adventure|Sci-Fi
260,Star Wars: Episode IV - A New Hope ,502,4.0,415,Action|Adventure|Sci-Fi
260,Star Wars: Episode IV - A New Hope ,502,5.0,414,Action|Adventure|Sci-Fi
260,Star Wars: Episode IV - A New Hope ,502,5.0,217,Action|Adventure|Sci-Fi
260,Star Wars: Episode IV - A New Hope ,502,5.0,513,Action|Adventure|Sci-Fi
260,Star Wars: Episode IV - A New Hope ,502,3.0,410,Action|Adventure|Sci-Fi
260,Star Wars: Episode IV - A New Hope ,502,4.0,409,Action|Adventure|Sci-Fi
260,Star Wars: Episode IV - A New Hope ,502,5.0,219,Action|Adventure|Sci-Fi
260,Star Wars: Episode IV - A New Hope ,502,4.0,408,Action|Adventure|Sci-Fi
260,Star Wars: Episode IV - A New Hope ,502,4.0,407,Action|Adventure|Sci-Fi
260,Star Wars: Episode IV - A New Hope ,502,5.0,220,Action|Adventure|Sci-Fi
260,Star Wars: Episode IV - A New Hope ,502,5.0,400,Action|Adventure|Sci-Fi
260,Star Wars: Episode IV - A New Hope ,502,5.0,399,Action|Adventure|Sci-Fi
260,Star Wars: Episode IV - A New Hope ,502,4.0,28,Action|Adventure|Sci-Fi
260,Star Wars: Episode IV - A New Hope ,502,5.0,391,Action|Adventure|Sci-Fi
260,Star Wars: Episode IV - A New Hope ,502,5.0,389,Action|Adventure|Sci-Fi
260,Star Wars: Episode IV - A New Hope ,502,4.5,387,Action|Adventure|Sci-Fi
260,Star Wars: Episode IV - A New Hope ,502,5.0,605,Action|Adventure|Sci-Fi
260,Star Wars: Episode IV - A New Hope ,502,4.0,385,Action|Adventure|Sci-Fi
260,Star Wars: Episode IV - A New Hope ,502,5.0,382,Action|Adventure|Sci-Fi
260,Star Wars: Episode IV - A New Hope ,502,3.5,223,Action|Adventure|Sci-Fi
260,Star Wars: Episode IV - A New Hope ,502,3.5,381,Action|Adventure|Sci-Fi
260,Star Wars: Episode IV - A New Hope ,502,5.0,380,Action|Adventure|Sci-Fi
260,Star Wars: Episode IV - A New Hope ,502,2.0,224,Action|Adventure|Sci-Fi
260,Star Wars: Episode IV - A New Hope ,502,4.0,376,Action|Adventure|Sci-Fi
260,Star Wars: Episode IV - A New Hope ,502,4.5,226,Action|Adventure|Sci-Fi
260,Star Wars: Episode IV - A New Hope ,502,4.0,509,Action|Adventure|Sci-Fi
260,Star Wars: Episode IV - A New Hope ,502,4.0,372,Action|Adventure|Sci-Fi
260,Star Wars: Episode IV - A New Hope ,502,2.0,370,Action|Adventure|Sci-Fi
260,Star Wars: Episode IV - A New Hope ,502,3.5,227,Action|Adventure|Sci-Fi
