Unnamed: 0,userId,movieId,tag,time_stamp,result3
3430,599,296,drug overdose,1498456656,
3431,599,296,drugs,1498456348,
3432,599,296,drugs & music,1498456655,
3433,599,296,ensemble cast,1498456419,ensemble
3434,599,296,entertaining,1498456519,
3435,599,296,entirely dialogue,1498456429,
3436,599,296,episodic,1498456517,
3437,599,296,exciting,1498456427,
3438,599,296,fast paced,1498456436,
3439,599,296,fast-paced,1498456515,fast-paced
3440,599,296,film noir,1498456653,
3441,599,296,film-noir,1498456622,
3442,599,296,foul language,1498456686,foul
3443,599,296,fun,1498456421,
3444,599,296,funny,1498456383,
3445,599,296,gangster,1498456389,
3446,599,296,gangsters,1498456406,
3447,599,296,genius,1498456589,
3448,599,296,golden watch,1498456513,golden
3449,599,296,good dialogue,1498456372,good
3450,599,296,good music,1498456396,good
3451,599,296,gore,1498456511,
3452,599,296,great acting,1498456509,great
3453,599,296,great dialogue,1498456402,great
3454,599,296,great soundtrack,1498456380,great
3455,599,296,gritty,1498456426,
3456,599,296,guns,1498456450,
3457,599,296,Harvey Keitel,1498456684,
3458,599,296,heroin,1498456483,
3459,599,296,Highly quotable,1498456400,quotable
3460,599,296,hit men,1498456412,
3461,599,296,hitman,1498456505,
3462,599,296,homosexuality,1498456562,
3463,599,296,humour,1498456564,
3464,599,296,iconic,1498456488,
3465,599,296,imdb top 250,1498456388,
3466,599,296,innovative,1498456490,innovative
3467,599,296,intellectual,1498456565,intellectual
3468,599,296,intelligent,1498456462,
3469,599,296,intense,1498456411,
3470,599,296,interesting,1498456541,
3471,599,296,intertwining storylines,1498456460,
3472,599,296,interwoven storylines,1498456567,
3473,599,296,ironic,1498456491,
3474,599,296,irony,1498456458,
3475,599,296,John Travolta,1498456374,
3476,599,296,killer-as-protagonist,1498456494,
3477,599,296,los angeles,1498456569,
3478,599,296,Mafia,1498456414,
3479,599,296,masterpiece,1498456371,
3480,599,296,meaningless violence,1498456571,
3481,599,296,milkshake,1498456572,
3482,599,296,mobster,1498456574,
3483,599,296,mobsters,1498456575,
3484,599,296,monologue,1498456577,
3485,599,296,motherfucker,1498456497,
3486,599,296,multiple stories,1498456498,multiple
3487,599,296,multiple storylines,1498456343,multiple
3488,599,296,neo-noir,1498456486,neo-noir
3489,599,296,noir,1498456408,
3490,599,296,non-linear,1498456367,non-linear
3491,599,296,non-linear timeline,1498456578,non-linear
3492,599,296,nonlinear,1498456341,nonlinear
3493,599,296,nonlinear narrative,1498456457,"nonlinear, narrative"
3494,599,296,nonlinear storyline,1498456580,nonlinear
3495,599,296,nonlinear timeline,1498456581,nonlinear
3496,599,296,notable soundtrack,1498456393,notable
3497,599,296,offensive,1498456583,offensive
3498,599,296,organised crime,1498456585,
3499,599,296,organized crime,1498456363,
3500,599,296,original,1498456479,original
3501,599,296,original plot,1498456455,original
3502,599,296,out of order,1498456586,
3503,599,296,Palme d'Or,1498456690,
3504,599,296,parody,1498456591,
3505,599,296,philosophical,1498456500,philosophical
3506,599,296,pop culture references,1498456478,pop
3507,599,296,psychological,1498456593,psychological
3508,599,296,pulp,1498456484,
3509,599,296,Quentin Tarantino,1498456338,
3510,599,296,quirky,1498456364,
3511,599,296,Quotable,1498456446,Quotable
3512,599,296,r:disturbing violent content including rape,1498456502,disturbing
3513,599,296,r:disturbing violent images,1498456595,disturbing
3514,599,296,r:graphic sexuality,1498456597,graphic
3515,599,296,r:some violence,1498456599,
3516,599,296,r:strong bloody violence,1498456601,strong
3517,599,296,r:strong language,1498456452,strong
3518,599,296,r:sustained strong stylized violence,1498456603,strong
3519,599,296,r:violence,1498456424,
3520,599,296,random,1498456503,
3521,599,296,rape,1498456417,
3522,599,296,retro,1498456442,
3523,599,296,Roger Avary,1498456682,
3524,599,296,royal with cheese,1498456610,
3525,599,296,Samuel L. Jackson,1498456342,
3526,599,296,sarcasm,1498456612,
3527,599,296,satire,1498456614,
3528,599,296,sexy,1498456615,
3529,599,296,smart writing,1498456617,
3530,599,296,sophisticated,1498456618,sophisticated
3531,599,296,soundtrack,1498456439,
3532,599,296,splatter,1498456620,
3533,599,296,Steve Buscemi,1498456694,
3534,599,296,storytelling,1498456375,
3535,599,296,stylish,1498456398,
3536,599,296,stylized,1498456354,
3537,599,296,suspense,1498456680,
3538,599,296,Tarantino,1498456358,
3539,599,296,thought-provoking,1498456638,
3540,599,296,thriller,1498456415,
3541,599,296,travolta,1498456539,
3542,599,296,twist ending,1498456639,
3543,599,296,Uma Thurman,1498456370,
3544,599,296,unique,1498456641,
3545,599,296,unpredictable,1498456476,unpredictable
3546,599,296,unusual,1498456642,unusual
3547,599,296,very funny,1498456434,funny
3548,599,296,violence,1498456347,
3549,599,296,violent,1498456366,
3550,599,296,witty,1498456437,
